朗诗万都玲珑樾
25条点评,售罄 住宅 改善房 豪宅 投资地产 大客厅
,凤凰美地
38条点评,售罄 住宅 大阳台 大客厅 南北通透 使用面积多
,长发都市诸公
31条点评,售罄 住宅 轨交房 改善房 豪宅 投资地产
,苏宁滨江壹号
20条点评,售罄 住宅 豪宅 江景 大阳台 高尔夫球场
,新城玖珑湖
100条点评,售罄 住宅 轨交房 湖景 大阳台 医院
,铂悦金陵
49条点评,售罄 住宅 改善房 豪宅 品牌开发商 带泳池
,中国铁建原香颂
83条点评,售罄 住宅 刚需房 南北通透 低单价 大型超市
,招商依云尚城
66条点评,在售 住宅 刚需房 品牌开发商 大客厅 低单价
,通宇林语山墅
31条点评,待售 别墅 学校 大阳台 车位充足 大客厅
,骏景华庭
63条点评,待售 住宅 轨交房 改善房 投资地产 大阳台
,香山壹境
23条点评,在售 住宅 低密度 大阳台 南北通透 双阳台
,升龙天汇
53条点评,待售 住宅 改善房 豪宅 江景 品牌开发商
,美的雍翠园
23条点评,待售 住宅
,中粮悦天地
12条点评,在售 酒店式公寓 轨交房 商场 学校 投资地产
,世茂梦享家
60条点评,待售 住宅 品牌开发商 低密度 车位充足 南北通透
,碧景山庄
53条点评,待售 住宅 刚需房 商场 大阳台 医院
,中垠紫金观邸
41条点评,待售 商住 轨交房 改善房 商场 品牌开发商
,武夷绿洲
52条点评,在售 别墅 轨交房 商场 学校 低密度
,中航樾广场
27条点评,待售 住宅 轨交房 改善房 品牌开发商 复式
,石林大公园
30条点评,待售 住宅 刚需房 商场 学校 大阳台
,星叶枫情水岸
20条点评,待售 住宅 轨交房 改善房 学校 湖景
,金轮津桥华府
78条点评,待售 住宅 轨交房 大阳台 南北通透 使用面积多
,伴山香槟园
14条点评,待售 别墅 轨交房 投资地产 低密度 大阳台
,绿地华侨城海珀滨江
27条点评,待售 住宅 改善房 新开盘 豪宅 品牌开发商
,双湖明珠
23条点评,在售 住宅 豪宅 低密度 低单价 双阳台
,中交锦蘭荟
38条点评,待售 住宅 大阳台 大客厅 南北通透 大户型
,大华锦绣时代
13条点评,在售 住宅 即将开盘 商场 改善房 投资地产
,亚泰梧桐世家
57条点评,在售 住宅 大阳台 南北通透 低单价 大型社区
,中海润江府
10条点评,在售 住宅 投资地产 改善房 山景 学校
,明发香山郡
51条点评,在售 住宅 改善房 大阳台 低密度 一梯三户
,武夷凌云公馆
11条点评,待售 住宅 商场 轨交房 大型超市 银行
,秦淮源筑
23条点评,在售 住宅 改善房 品牌开发商 复式 精装修
,明发财富中心
39条点评,在售 商住 轨交房 酒店式公寓 投资地产 江景
,华新城璟园
15条点评,待售 住宅 轨交房 改善房 商场 豪宅
,江山薈
22条点评,待售 住宅 即将开盘 学校 品牌开发商 大阳台
,证大九间堂
16条点评,在售 别墅 轨交房 即将开盘 投资地产 低密度
,百里峯景
11条点评,在售 住宅 刚需房 改善房 投资地产 公园
,复地宴南都
79条点评,在售 商住 轨交房 改善房 酒店式公寓 学校
,星悦城
19条点评,在售 商住 轨交房 学校 新开盘 投资地产
,富力乌衣水镇
11条点评,在售 住宅 改善房 投资地产 大阳台 大客厅
,创维乐活城
74条点评,待售 住宅 刚需房 新开盘 大阳台 南北通透
,华侨城翡翠天域
19条点评,在售 住宅 改善房 即将开盘 山景 品牌开发商
,花样年花样城
31条点评,在售 住宅 商场 学校 大阳台 医院
,三金鑫宁府
10条点评,在售 住宅 轨交房 刚需房 改善房 学校
,卧龙湖小镇
26条点评,在售 别墅 豪宅 大阳台 大客厅 南北通透
,电建中储泛悦城市广场
147条点评,在售 住宅 轨交房 品牌开发商 南北通透 综合体
,弘阳时代中心
19条点评,在售 商住 商场 酒店式公寓 新开盘 投资地产
,碧桂园欧洲城
158条点评,在售 住宅 大型社区 刚需房 大主卧 豪宅
,中南乐尚MALL
45条点评,在售 商住 改善房 商场 loft 大客厅
,橡树城
50条点评,在售 住宅 刚需房 商场 大阳台 大客厅
,雅居乐滨江国际
70条点评,在售 住宅 轨交房 改善房 商场 豪宅
,绿地理想城
20条点评,在售 商住 轨交房 商场 酒店式公寓 景观小区
,金基九月森林
24条点评,在售 别墅 湖景 大阳台 大客厅 南北通透
,龙湖·紫都城
11条点评,在售 办公楼 轨交房 商场 投资地产 湖景
,万科星荟
1条点评,在售 酒店式公寓 轨交房 新开盘 投资地产 品牌开发商
,弘阳燕澜七缙
14条点评,在售 商住 轨交房 刚需房 学校 品牌开发商
,华润国际社区
108条点评,待售 住宅 刚需房 改善房 大阳台 大客厅
,新城璞樾和山
18条点评,在售 别墅 改善房 轨交房 新开盘 豪宅
,云树公馆
17条点评,在售 商住 轨交房 即将开盘 投资地产 美食街
,葛洲坝招商紫郡蘭园
34条点评,待售 住宅 轨交房 改善房 湖景 品牌开发商
,金地都会艺境
11条点评,在售 住宅 即将开盘 低总价 品牌开发商 人车分流
,明发江湾新城
143条点评,在售 住宅 刚需房 品牌开发商 大阳台 大客厅
,苏宁钟山朝阳府
17条点评,在售 住宅 轨交房 改善房 低密度 大客厅
,碧桂园如山湖城
23条点评,在售 住宅 低密度 大阳台 医院 南北通透
,南京平安国际金融中心汉中公馆
10条点评,在售 酒店式公寓 轨交房 商场 公交枢纽 公园
,熙悦
20条点评,待售 住宅 即将开盘 改善房 学校 带幼儿园
,融创玖溪桃花源
10条点评,在售 别墅 改善房 即将开盘 豪宅 品牌开发商
,雅居乐山湖城
荐 11条点评,在售 别墅 景区 改善房 旅游地产 品牌开发商
,江山汇悦山府
荐 14条点评,在售 住宅 轨交房 改善房 江景 景观小区
,电建地产·洺悦府
荐 31条点评,在售 住宅 新开盘 改善房 双阳台 品牌开发商
,万科和昌金域东方
荐 21条点评,在售 住宅 刚需房 低总价 主卧套房 品牌开发商
,世茂外滩新城
荐 125条点评,待售 住宅 改善房 学校 豪宅 江景
,东屏湖9号
荐 12条点评,待售 别墅 改善房 人工湖 大阳台 景观小区
,龙湖棠城
荐 14条点评,待售 住宅 轨交房 刚需房 商场 品牌开发商
,碧桂园奥能罗马世纪城
荐 21条点评,在售 住宅 大型社区 洋房 湖景 品牌开发商
,新江北孔雀城
荐 80条点评,在售 住宅 刚需房 即将开盘 养老房 投资地产
,亚东同城逸境九筑
荐 34条点评,待售 住宅 大阳台 大客厅 南北通透 双阳台
,郦湖美墅
荐 31条点评,在售 别墅 改善房 即将开盘 养老房 品牌开发商
,保利堂悦
荐 91条点评,在售 商住 轨交房 投资地产 改善房 品牌开发商
,泰禾金尊府
荐 11条点评,待售 住宅 投资地产 改善房 山景 学校
,嘉华嘉誉山
30条点评,在售 住宅 改善房 投资地产 品牌开发商 车位充足
,电建地产海赋尚城
87条点评,在售 住宅 改善房 轨交房 品牌开发商 飘窗
,融信城市之窗
19条点评,在售 商住 即将开盘 酒店式公寓 商场 轨交房
,融侨观邸
38条点评,在售 住宅 刚需房 改善房 商场 投资地产
,高淳雅居乐花园
33条点评,在售 住宅 品牌开发商 大阳台 车位充足 南北通透
,世茂城品
47条点评,在售 住宅 轨交房 改善房 学校 新开盘
,苏宁北外滩水城
216条点评,在售 住宅 轨交房 刚需房 江景 品牌开发商
,远洋山水
荐 86条点评,在售 住宅 刚需房 即将开盘 品牌开发商 景观小区
,力标赞城
81条点评,在售 住宅 刚需房 学校 大阳台 车位充足
,碧桂园翡翠华府
104条点评,在售 住宅 刚需房 大客厅 南北通透 大户型
,弘阳禹洲时光春晓
18条点评,在售 住宅 刚需房 品牌开发商 大阳台 大客厅
,明发北站新城
19条点评,在售 住宅 刚需房 低单价 低总价 学校
,万达茂
84条点评,在售 商住 即将开盘 轨交房 大型社区 低总价
,金象朗诗红树林
45条点评,在售 住宅 科技住宅 改善房 学校 江景
,仙林首望城
16条点评,在售 住宅 低总价 刚需房 山景 投资地产
,长江熙岸孔雀城
33条点评,在售 住宅 即将开盘 低总价 低单价 景观小区
,御澜府
20条点评,在售 住宅 景观小区 轨交房 学校 大主卧
